0.000000	0.002471	0.002471	-0.000105	0.001827	0.003115	0.002471	-0.003325	0.002793	0.002471	0.002149	0.002149	0.003759	0.001827	0.002149	3.556432	0.003115	0.002149	0.003115	0.006335	0.000539	0.002471	-0.002681	0.003437	-0.020069	-0.002359	-0.005257	0.001827	0.001827	0.005047	0.007623	0.004403	-0.001393
0.010000	-0.008799	0.002471	0.002793	0.004725	0.003115	0.003759	0.002471	0.003115	0.003115	0.003759	0.001505	0.003759	0.003115	0.002793	2.674456	0.003759	0.003759	0.005369	0.002793	0.002793	-0.000427	-0.001071	-0.015239	0.004725	0.004725	0.005369	0.004403	0.002793	0.000539	0.020181	0.000861	0.004081
0.020000	0.001827	0.003115	0.001505	0.002793	-0.000105	0.002149	0.004725	0.001827	0.002793	0.001183	0.002149	0.002149	0.003115	0.002149	2.034954	0.003759	0.002149	0.003115	0.002793	0.001183	0.002471	0.003437	0.000217	0.007623	0.008267	-0.000749	-0.005257	0.003437	0.003115	-0.002037	-0.005901	0.007623
0.030000	0.001505	0.002471	0.002793	0.002793	0.002793	0.001505	0.002793	0.003115	0.001505	0.002793	0.002793	0.003115	0.002471	0.003437	1.553880	0.003437	0.002149	0.001827	0.001827	0.002793	-0.009765	0.002471	0.005047	0.008267	-0.010731	-0.019747	0.002149	0.002471	0.003759	0.001505	0.000217	-0.009765
0.040000	0.002471	0.003115	0.003759	0.004725	0.002793	-0.001715	0.002471	0.003759	0.002471	0.003115	0.002471	0.003115	0.002793	0.002149	1.179068	0.002793	0.002793	0.000861	0.002793	0.000861	0.003437	-0.001071	0.011487	0.006657	-0.004935	0.004081	0.001827	0.002149	0.003115	0.001505	0.006335	0.004081
0.050000	0.003115	0.002471	0.001505	0.001827	0.002471	0.002471	0.002149	0.002471	0.001505	0.003115	0.002793	0.002149	0.001827	0.003115	0.897638	0.002471	0.003437	0.001183	-0.001071	0.005369	0.002149	0.009877	0.008267	0.000861	0.006657	-0.005901	-0.001071	0.004403	0.002471	0.006335	0.002471	0.001183
0.060000	0.001183	0.003759	0.003759	0.002471	0.002471	0.001183	0.002149	0.002793	0.002471	0.004725	-0.001071	0.003437	0.002793	0.002471	0.702504	0.003759	0.002793	0.002471	0.002793	0.004403	0.002471	-0.000749	0.006335	0.004081	-0.005257	0.002793	0.003115	-0.001393	0.004081	0.004725	0.006657	0.004725
0.070000	0.003437	0.002149	0.002793	0.002471	0.003759	0.002793	0.002471	0.001505	0.002471	0.003759	0.001827	0.002471	0.002471	0.001827	0.536995	0.002471	0.003115	0.002793	0.001183	0.002471	0.003437	-0.002681	0.007623	-0.001393	-0.002681	0.000539	0.001827	0.005369	-0.002359	0.000217	-0.003003	-0.012019
0.080000	0.003437	0.002471	0.002149	0.001183	0.001827	0.002471	0.001827	0.002793	0.002793	0.003437	0.003437	0.002793	0.002471	0.002149	0.440716	0.000539	0.002793	0.003437	0.002149	0.002149	0.004725	0.010199	0.000861	0.005047	0.001505	0.001827	0.001183	0.002149	0.007301	0.009233	0.001183	0.003759
0.090000	0.002149	-0.000105	0.002471	0.001183	0.002471	0.002471	0.002793	0.002149	0.002793	0.003115	0.003437	0.002793	0.000539	0.002149	0.354741	0.002149	0.001827	0.002471	0.005047	0.003759	0.001827	0.001505	0.003115	0.019859	0.004725	0.005047	0.000539	0.004725	0.002471	0.003759	0.002471	-0.000749
