0.000000	-0.004935	0.003115	-0.001715	-0.000749	0.002471	0.000539	0.003115	0.002149	0.002471	0.004081	0.002471	0.003759	0.002793	0.002149	3.513927	0.001827	0.001827	-0.008799	0.002149	0.002149	0.002793	0.002793	-0.011375	-0.000749	0.004403	-0.001393	0.005047	-0.003969	-0.003325	0.006013	0.003759	0.003115
0.010000	-0.007189	0.003437	0.000217	0.002149	0.003115	-0.001071	0.001505	0.001827	0.004403	0.002793	0.003115	-0.000105	0.002149	0.002471	2.615529	0.002471	0.001505	-0.000427	0.002793	0.003437	0.005047	0.008589	0.009233	0.002471	0.002471	0.001183	-0.000427	-0.008799	0.016961	0.002149	0.002793	-0.010731
0.020000	0.001827	0.002793	0.003115	0.001183	0.002149	-0.009121	0.002471	0.002149	0.003759	0.003115	0.002793	0.002793	0.003115	0.001183	2.012414	0.003759	-0.001071	0.001183	0.002149	0.002471	0.001183	0.001183	-0.007511	0.000217	0.002793	0.006657	0.002149	-0.014273	-0.017815	-0.002681	0.007623	0.004081
0.030000	0.000861	0.002471	-0.003647	0.002149	0.001183	0.002149	0.002149	0.004081	0.003759	0.002793	0.004081	0.002149	0.003437	0.001827	1.532950	0.002793	-0.009121	0.002149	0.001827	0.008589	0.001827	0.003437	-0.010731	0.011165	0.006335	0.003759	0.004403	-0.010087	0.002149	0.006335	-0.005257	0.002149
0.040000	0.000861	0.013097	0.002793	0.003437	-0.006223	0.002149	0.002793	0.003115	0.001827	0.002793	-0.001071	0.002471	0.002793	0.008589	1.182288	0.001827	0.002471	0.001183	0.003437	0.005047	0.006013	0.000539	0.007945	-0.001071	-0.010409	0.003115	0.003115	-0.005579	0.003437	0.007623	0.032095	0.001827
0.050000	0.004081	-0.007511	0.000861	0.002149	-0.002037	0.002793	0.003115	0.008589	0.002471	0.002149	0.002471	0.002793	0.001183	0.003115	0.901824	0.002149	0.002149	-0.000105	0.002793	0.001505	0.003437	0.001827	0.005047	-0.000105	-0.032627	0.002149	0.003115	0.004725	0.000539	-0.001071	0.006335	0.000861
0.060000	0.003437	0.026299	0.002793	0.002793	0.002793	0.002149	0.003759	0.002793	0.002793	0.001183	0.001827	0.002149	0.004081	0.001505	0.713130	0.002793	0.002149	-0.000749	0.023401	0.002149	0.001827	-0.004935	0.008267	-0.001393	0.013741	0.004725	0.000539	-0.000749	0.001827	0.013097	-0.001071	0.001183
0.070000	0.009233	0.004403	0.002471	0.006013	0.003437	0.002471	0.002149	0.002793	0.002471	0.002149	0.003115	0.002471	0.006979	0.003759	0.559535	0.007623	0.001827	0.000217	0.004403	0.002793	-0.000749	0.015029	0.002149	0.001505	0.001183	0.003115	0.008589	-0.007833	-0.000105	-0.031017	0.002793	0.001827
0.080000	-0.011375	0.003115	0.003759	0.000217	0.004081	0.002471	0.003437	0.001827	0.002471	0.010199	0.002149	0.002149	0.001183	0.002149	0.444580	0.001183	0.002471	0.003115	0.002471	0.001183	0.003759	0.006335	0.005691	-0.005901	-0.002037	-0.009121	-0.009443	-0.003969	0.002471	-0.001071	-0.007511	0.039823
0.090000	0.005369	0.001827	0.001183	0.009877	0.002471	0.002471	0.003115	0.001827	-0.003647	0.004081	0.001827	0.003437	0.003437	0.002471	0.331235	0.002471	0.003759	0.001183	0.003115	0.001505	-0.016205	0.002793	-0.003969	0.006979	0.001183	0.002793	0.003437	0.010199	0.005047	0.004081	0.002149	0.025333
0.100000	-0.000749	0.004403	0.003437	0.002471	0.002471	0.005047	0.004403	0.002149	-0.000105	0.002149	0.001183	0.003115	0.002793	0.002149	0.301289	0.002149	0.002149	-0.003325	0.002793	0.001827	0.002793	0.002471	0.001505	0.005047	-0.006223	0.001827	0.003437	0.019537	0.003437	0.001505	0.001183	-0.008155
0.110000	0.007623	0.003759	0.002149	0.001827	0.002471	0.001183	0.001827	0.001183	-0.006867	0.002471	0.002793	0.000539	0.003115	0.000861	0.244938	0.001827	0.004081	0.000539	0.002149	0.004725	0.002149	-0.000427	-0.006545	0.001827	0.000539	-0.089622	0.000217	0.007623	-0.012341	0.001183	0.003437	-0.005579
0.120000	0.005691	0.000217	0.020503	0.003115	0.002149	-0.003969	0.002793	0.002793	0.004081	0.002793	0.003437	0.003437	0.002793	0.002471	0.208230	0.001827	0.002149	0.002149	0.003115	0.007945	0.002793	0.001827	-0.009121	0.004081	0.004081	0.007623	0.002793	0.012775	0.006013	0.002149	-0.003325	0.000861
0.130000	0.002149	0.001827	0.002793	0.002149	0.004403	0.002471	0.002149	0.002149	0.001505	0.002471	0.000861	0.003115	0.001827	0.002149	0.161540	0.002793	0.003115	0.002471	0.002793	0.005691	0.001827	0.004081	0.001505	0.005691	-0.008477	0.000861	0.002471	-0.004935	-0.013629	0.005047	0.004725	0.004725
0.140000	0.002149	0.005691	-0.000105	0.002149	-0.000427	0.001827	0.002149	0.003115	0.003115	0.001827	-0.005257	0.001827	0.002793	0.001505	0.149948	0.002471	0.002793	0.001827	0.004725	-0.000105	0.002149	0.009877	0.006335	0.000861	0.003115	0.004725	0.005691	0.034993	0.005369	0.002793	0.013419	0.003759
0.150000	0.002793	0.007623	0.003759	0.001505	0.011165	0.003437	0.002793	0.001183	0.002471	0.002793	0.003759	0.002471	0.005047	0.001827	0.119358	0.003115	0.002471	0.002793	0.004403	0.000861	0.001183	0.031451	-0.003969	0.003437	0.010199	0.001827	0.001183	0.019215	-0.003647	0.008589	-0.002359	0.000861
0.160000	-0.003325	0.020181	0.001827	0.002149	0.002149	0.002471	0.006013	0.001183	0.002149	0.002471	0.003759	0.002793	0.003115	0.002149	0.114527	0.002793	0.002793	0.004725	0.005047	0.002149	0.002149	-0.003647	-0.005901	0.005047	-0.001071	0.000861	0.002793	0.002793	0.001505	-0.000749	0.002793	0.003115
0.170000	0.004081	0.000861	0.000861	0.001183	0.003115	0.002793	-0.000105	0.001827	0.002793	0.002471	0.002149	0.002471	-0.000749	0.002149	0.090699	0.001505	0.002471	0.002471	-0.000105	-0.000105	0.005369	0.007301	-0.006545	0.001505	0.001827	0.003115	0.002149	0.004725	0.002471	0.014707	0.002149	0.002793
0.180000	0.011487	0.004403	0.002471	0.003115	0.002471	0.001505	0.010843	0.002793	0.002471	0.001183	0.002471	0.002793	0.003115	0.001827	0.102935	0.001827	0.003759	0.001827	0.001827	0.000861	0.003437	0.000861	-0.030695	-0.020713	0.000539	0.001827	-0.009121	0.017927	0.005369	-0.003003	0.001183	0.003437
0.190000	0.012453	0.002793	0.003759	0.002149	0.002793	0.001827	0.003115	0.001827	0.000539	0.003759	0.002149	0.001827	0.002793	0.002471	0.082327	0.002149	0.002793	0.018893	0.006013	0.001505	0.001505	0.005047	-0.005579	-0.000749	0.009555	0.004081	0.008267	0.024045	-0.008155	0.001183	-0.000105	0.006013
0.200000	-0.000427	0.002793	0.003115	0.003759	0.003115	0.002793	0.001505	0.002793	0.000217	0.000861	0.002471	0.001505	0.001827	0.002471	0.040145	0.002793	0.003115	0.009877	0.001505	0.002471	0.006657	-0.000105	-0.001715	-0.002359	-0.000749	0.002793	-0.000427	0.011165	0.014385	-0.008477	0.002793	0.003437
0.210000	-0.005579	0.003759	0.002793	0.001827	0.001827	-0.000427	0.002149	0.001183	0.004725	0.002793	0.002793	0.003115	0.003437	0.001827	0.072345	0.002471	0.008911	0.001183	0.003115	0.002149	0.001183	0.005691	-0.008799	0.002793	-0.003325	-0.009121	0.005369	-0.000749	0.005047	0.001827	-0.002681	0.007945
0.220000	0.005691	0.002793	-0.002359	0.001183	0.002149	0.002471	0.001827	0.002149	0.002793	0.002793	0.003115	0.000539	0.002793	0.001827	0.082971	0.002793	0.002793	0.005047	0.001827	-0.007511	0.001505	0.000861	0.030807	0.002471	0.002149	0.014063	0.005369	-0.015239	0.001505	0.003437	0.000217	-0.001393
