0.000000	-0.016589	-0.000885	-0.081518	-0.005113
0.010000	0.029948	0.035243	-0.037703	-0.062530
0.020000	-0.010311	0.003661	-0.016188	-0.039165
0.030000	0.010202	0.019813	-0.022705	-0.061303
0.040000	-0.012650	-0.001620	-0.015850	-0.043451
0.050000	0.003909	0.013719	-0.024484	-0.060386
0.060000	-0.010868	-0.000333	-0.017345	-0.048341
0.070000	-0.001134	0.010034	-0.025547	-0.058670
0.080000	-0.009627	0.001215	-0.018264	-0.051778
0.090000	-0.004752	0.006153	-0.025301	-0.057363
0.100000	-0.007864	0.001691	-0.020332	-0.055426
0.110000	-0.007585	0.002944	-0.026472	-0.055602
0.120000	-0.006826	0.003058	-0.020845	-0.057020
0.130000	-0.009448	0.001096	-0.026591	-0.054771
0.140000	-0.005155	0.002900	-0.022285	-0.058681
0.150000	-0.012145	-0.000298	-0.026503	-0.054505
0.160000	-0.003991	0.004143	-0.021784	-0.059828
0.170000	-0.012851	-0.002002	-0.026613	-0.053799
0.180000	-0.003997	0.005031	-0.022324	-0.062253
0.190000	-0.013726	-0.002465	-0.027616	-0.053503
0.200000	-0.003260	0.005416	-0.022685	-0.063688
0.210000	-0.014635	-0.003682	-0.026356	-0.052887
0.220000	-0.002209	0.006751	-0.022919	-0.062064
0.230000	-0.015499	-0.003902	-0.026423	-0.052551
0.240000	-0.002727	0.005380	-0.024096	-0.064123
0.250000	-0.015273	-0.004457	-0.025365	-0.051708
0.260000	-0.003301	0.005816	-0.023231	-0.063282
0.270000	-0.015904	-0.004781	-0.025504	-0.052522
0.280000	-0.002824	0.005433	-0.023734	-0.062797
0.290000	-0.015635	-0.004078	-0.025646	-0.052714
0.300000	-0.003449	0.005657	-0.024837	-0.063163
0.310000	-0.014999	-0.003908	-0.025265	-0.053069
0.320000	-0.003488	0.006046	-0.024577	-0.062777
0.330000	-0.014276	-0.003274	-0.024879	-0.052576
0.340000	-0.003605	0.005116	-0.024927	-0.062530
0.350000	-0.013787	-0.002993	-0.024866	-0.053780
0.360000	-0.004119	0.005106	-0.024038	-0.061698
0.370000	-0.013856	-0.002920	-0.024732	-0.054279
0.380000	-0.005349	0.004673	-0.025074	-0.061191
0.390000	-0.013600	-0.003076	-0.025324	-0.054790
0.400000	-0.006256	0.003533	-0.025769	-0.062188
0.410000	-0.013030	-0.002311	-0.025010	-0.054888
0.420000	-0.006527	0.003104	-0.025745	-0.060822
0.430000	-0.011816	-0.001575	-0.025332	-0.055249
0.440000	-0.007054	0.002705	-0.025765	-0.060139
0.450000	-0.011896	-0.001778	-0.025009	-0.056816
