	0.000000	-0.108093	-0.087255	-0.122891	-0.047694
	0.010000	-0.039532	-0.030572	-0.063135	-0.065766
	0.020000	-0.016195	-0.024795	-0.057351	-0.090666
	0.030000	-0.035883	-0.014073	-0.035468	-0.068230
	0.040000	-0.015599	-0.015676	-0.040775	-0.079553
	0.050000	-0.030247	-0.010383	-0.031752	-0.064544
	0.060000	-0.011594	-0.008286	-0.033065	-0.072705
	0.070000	-0.024602	-0.007258	-0.030155	-0.062213
	0.080000	-0.008799	-0.003146	-0.027154	-0.067709
	0.090000	-0.020621	-0.005756	-0.027846	-0.060648
	0.100000	-0.007556	-0.000228	-0.021595	-0.062966
	0.110000	-0.018005	-0.004396	-0.027919	-0.060048
	0.120000	-0.005708	0.002501	-0.019718	-0.059818
	0.130000	-0.014109	-0.003763	-0.027143	-0.059534
	0.140000	-0.004675	0.004644	-0.017695	-0.058425
	0.150000	-0.012532	-0.002901	-0.026785	-0.060182
	0.160000	-0.005223	0.006572	-0.015320	-0.055418
	0.170000	-0.011384	-0.002441	-0.026416	-0.059810
	0.180000	-0.005383	0.007330	-0.014787	-0.054238
	0.190000	-0.010284	-0.000943	-0.025926	-0.060234
	0.200000	-0.004889	0.007777	-0.013762	-0.053881
	0.210000	-0.008856	-0.001893	-0.026163	-0.060529
	0.220000	-0.005285	0.008255	-0.012715	-0.052740
	0.230000	-0.008165	-0.000740	-0.025497	-0.060293
	0.240000	-0.005024	0.008389	-0.012775	-0.052077
	0.250000	-0.006545	-0.001402	-0.025063	-0.059930
	0.260000	-0.004969	0.008301	-0.012935	-0.051833
	0.270000	-0.005962	0.000557	-0.023935	-0.060402
	0.280000	-0.006413	0.007724	-0.013099	-0.051165
	0.290000	-0.006488	-8.793156E-5	-0.024319	-0.060331
	0.300000	-0.005966	0.008534	-0.012843	-0.051285
	0.310000	-0.005050	0.001682	-0.023250	-0.058957
	0.320000	-0.006639	0.007217	-0.014168	-0.052247
	0.330000	-0.005056	0.001081	-0.023820	-0.059875
	0.340000	-0.006939	0.007391	-0.014349	-0.052095
	0.350000	-0.004186	0.002193	-0.023579	-0.059348
	0.360000	-0.006795	0.006359	-0.014643	-0.052314
	0.370000	-0.004319	0.002241	-0.022636	-0.058194
	0.380000	-0.006370	0.006574	-0.015249	-0.051870
	0.390000	-0.004394	0.002703	-0.022028	-0.058835
	0.400000	-0.007208	0.006424	-0.015554	-0.052571
	0.410000	-0.004269	0.003183	-0.021085	-0.057858
	0.420000	-0.007006	0.006261	-0.016751	-0.054086
	0.430000	-0.005060	0.003367	-0.020577	-0.057691
	0.440000	0.014534	0.004849	-0.017857	-0.053367
	0.450000	-0.001854	0.003737	-0.019858	-0.057374
	0.460000	-0.010175	0.005401	-0.017626	-0.054294
	0.470000	-0.002154	0.004190	-0.020017	-0.057122
	0.480000	-0.008960	0.004972	-0.018135	-0.054553
	0.490000	-0.002356	0.004293	-0.019527	-0.057765
	0.500000	-0.008745	0.004855	-0.018003	-0.055235
	0.510000	-0.001979	0.005026	-0.018093	-0.056221
	0.520000	-0.008734	0.004792	-0.018692	-0.055716
	0.530000	-0.003541	0.004798	-0.018065	-0.055473
	0.540000	-0.007927	0.004368	-0.019647	-0.055788
	0.550000	-0.003374	0.005795	-0.018112	-0.055997
	0.560000	-0.007138	0.004082	-0.018717	-0.056554
	0.570000	-0.004095	0.005450	-0.017701	-0.055610
	0.580000	-0.007690	0.003470	-0.020005	-0.056302
	0.590000	-0.004540	0.006298	-0.016554	-0.055819
	0.600000	-0.007274	0.003328	-0.019508	-0.055830
	0.610000	-0.003719	0.006117	-0.017291	-0.055312
	0.620000	-0.007065	0.002886	-0.020074	-0.055988
	0.630000	-0.004233	0.005897	-0.017089	-0.054556
	0.640000	-0.007193	0.003992	-0.020556	-0.056360
	0.650000	-0.005051	0.006433	-0.015761	-0.054527
